customer_id,gender,is_senior,has_partner,has_dependents,months_as_customer,has_phone_service,has_multiple_lines,primary_product,has_security_product,has_backup_product,has_protection_plan,has_support_plan,has_streaming_tv,has_streaming_movies,account_type,is_paperless,payment_method,monthly_transaction_volume,total_transaction_volume,churned,revenue_per_month,charge_consistency,is_high_value,is_early_stage,tenure_group,product_adoption_score,is_multi_product,is_autopay
0581-MDMPW,Female,0,0,0,24,1,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),88.95,2072.75,0,86.36,1.03,0,0,growing,2,0,1
5013-SBUIH,Female,0,0,0,50,1,Yes,Fiber optic,1,1,0,1,1,1,Two year,1,Electronic check,109.65,5551.15,1,111.02,0.9877,1,0,loyal,5,1,0
1023-BQXZE,Male,0,0,0,57,1,No,DSL,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),74.35,4317.35,0,75.74,0.9816,0,0,loyal,4,1,1
9163-GHAYE,Female,0,0,0,15,1,No,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,48.85,736.8,0,49.12,0.9945,0,0,growing,1,0,0
3904-UKFRE,Male,0,0,0,4,1,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,80.1,336.15,0,84.04,0.9531,0,1,early,1,0,0
5353-WILCI,Female,0,0,0,28,1,No,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,56.05,1522.65,0,54.38,1.0307,0,0,established,2,0,0
0709-TVGUR,Female,1,0,0,9,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.55,622.9,1,69.21,1.0772,0,1,early,0,0,0
0058-EVZWM,Female,0,1,0,55,1,Yes,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.8,4959.6,0,90.17,0.9959,0,0,loyal,2,0,1
6023-YEBUP,Male,0,0,0,3,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.95,329.95,1,109.98,0.9179,1,1,early,3,1,0
7209-JCUDS,Male,0,0,0,10,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.9,1048.85,1,104.88,0.9048,1,1,early,3,1,0
7009-PCARS,Male,0,0,1,55,1,No,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.1,1001.5,0,18.21,1.0489,0,0,loyal,0,0,1
0519-DRGTI,Female,0,1,1,20,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,442.6,0,22.13,0.9196,0,0,growing,0,0,0
1017-FBQMM,Female,0,1,1,62,1,Yes,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),106.05,6703.5,0,108.12,0.9809,1,0,loyal,4,1,1
3001-CBHLQ,Male,1,1,0,32,1,Yes,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.9,3351.55,1,104.74,1.0015,1,0,established,4,1,0
1985-MBRYP,Female,0,0,0,43,1,No,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.65,779.25,0,18.12,1.0844,0,0,established,0,0,1
6158-DWPZT,Male,0,1,0,9,0,No phone service,DSL,0,0,0,0,0,0,One year,0,Bank transfer (automatic),24.1,259.8,1,28.87,0.8348,0,1,early,0,0,1
9372-TXXPS,Female,0,1,0,60,1,No,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),59.85,3483.45,0,58.06,1.0308,0,0,loyal,3,1,1
3259-QMXUN,Male,0,1,0,58,1,Yes,DSL,1,1,1,0,1,1,Two year,1,Electronic check,86.1,4890.5,0,84.32,1.0211,0,0,loyal,5,1,0
1015-JPFYW,Male,0,0,1,7,1,No,No,0,0,0,0,0,0,One year,0,Mailed check,19.45,136.75,0,19.54,0.9954,0,1,early,0,0,0
6645-MXQJT,Male,0,1,1,2,1,No,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,97.1,184.15,0,92.08,1.0545,1,1,early,3,1,0
4360-QRAVE,Male,1,0,0,37,0,No phone service,DSL,0,1,1,0,0,0,Month-to-month,0,Electronic check,36.65,1315.0,0,35.54,1.0312,0,0,established,2,0,0
8433-WPJTV,Female,1,1,1,65,1,Yes,Fiber optic,0,0,1,1,1,1,One year,1,Bank transfer (automatic),103.9,6767.1,0,104.11,0.998,1,0,loyal,4,1,1
5804-JMYIO,Female,0,1,1,39,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,757.95,0,19.43,1.0165,0,0,established,0,0,0
3763-GCZHZ,Male,0,1,0,66,1,Yes,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,104.05,6890.0,1,104.39,0.9967,1,0,loyal,4,1,0
6484-LATFU,Male,0,0,0,68,1,Yes,No,0,0,0,0,0,0,Two year,0,Mailed check,24.55,1657.4,0,24.37,1.0074,0,0,loyal,0,0,0
7599-NTMDP,Female,0,1,1,62,0,No phone service,DSL,1,1,0,1,1,0,Two year,0,Bank transfer (automatic),48.7,3008.55,0,48.53,1.0035,0,0,loyal,4,1,1
0772-GYEQQ,Male,0,0,0,3,1,No,Fiber optic,0,0,1,1,1,0,Month-to-month,1,Mailed check,88.35,262.05,1,87.35,1.0114,0,1,early,3,1,0
0536-ACXIP,Female,0,1,0,72,1,Yes,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,109.55,8165.1,0,113.4,0.966,1,0,loyal,5,1,0
0936-NQLJU,Female,0,1,0,41,1,No,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.65,875.55,0,21.35,0.9672,0,0,established,0,0,1
4831-EOBFE,Male,0,1,1,29,1,No,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),94.65,2649.15,1,91.35,1.0361,1,0,established,3,1,1
1575-KRZZE,Female,0,0,0,4,1,No,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,55.2,220.65,0,55.16,1.0007,0,1,early,2,0,0
3251-YMVWZ,Male,0,0,0,53,1,Yes,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),24.05,1301.9,0,24.56,0.9792,0,0,loyal,0,0,1
4102-OQUPX,Male,1,1,0,1,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,74.4,1,74.4,1.0,0,1,early,0,0,0
9170-GYZJC,Female,0,1,1,41,1,Yes,DSL,1,1,1,1,0,1,Month-to-month,0,Credit card (automatic),79.9,3326.2,1,81.13,0.9848,0,0,established,5,1,1
4884-LEVMQ,Male,0,1,0,39,1,No,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.45,790.0,0,20.26,1.0094,0,0,established,0,0,1
8857-CUPFQ,Male,0,1,0,63,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,19.25,1237.65,0,19.65,0.9796,0,0,loyal,0,0,0
7610-TVOPG,Male,0,0,0,15,1,Yes,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,26.35,378.6,0,25.24,1.044,0,0,growing,0,0,0
3638-DIMPH,Female,0,1,0,13,1,No,DSL,0,0,0,0,0,0,One year,0,Electronic check,43.8,592.65,0,45.59,0.9607,0,0,growing,0,0,0
1845-ZLLIG,Male,0,0,0,1,1,No,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,50.15,50.15,0,50.15,1.0,0,1,early,1,0,0
8559-WNQZS,Male,0,0,0,1,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,20.45,20.45,0,20.45,1.0,0,1,early,0,0,0
3999-QGRJH,Male,1,0,0,8,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.7,560.85,1,70.11,0.9942,0,1,early,0,0,0
1699-UOTXU,Male,0,0,0,60,1,No,DSL,1,1,1,0,0,0,Two year,0,Electronic check,61.4,3638.25,0,60.64,1.0125,0,0,loyal,3,1,0
2454-RPBRZ,Female,1,1,0,12,1,Yes,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,98.1,1060.2,1,88.35,1.1104,1,1,early,3,1,0
0635-WKOLD,Male,0,1,0,40,1,Yes,DSL,0,1,0,1,1,0,One year,0,Credit card (automatic),70.75,2921.75,0,73.04,0.9686,0,0,established,3,1,1
5993-JSUWV,Female,0,0,0,66,1,No,DSL,1,1,1,0,0,0,Two year,1,Bank transfer (automatic),61.15,4017.45,0,60.87,1.0046,0,0,loyal,3,1,1
4518-FZBSX,Male,0,1,1,42,1,No,No,0,0,0,0,0,0,One year,0,Mailed check,20.25,854.9,0,20.35,0.9951,0,0,established,0,0,0
5387-ASZNZ,Female,1,0,0,66,1,Yes,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),63.85,4174.35,0,63.25,1.0095,0,0,loyal,3,1,1
6988-CJEYV,Male,0,0,0,49,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,98.7,4920.55,0,100.42,0.9829,1,0,loyal,3,1,0
2002-MZHWP,Female,0,0,0,1,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.5,20.5,1,20.5,1.0,0,1,early,0,0,0
3097-FQTVJ,Female,0,0,0,41,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,20.0,810.3,0,19.76,1.0121,0,0,established,0,0,0
5465-BUBFA,Female,0,1,1,41,1,No,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.3,772.4,0,18.84,1.0244,0,0,established,0,0,1
7299-GNVPL,Female,0,1,1,23,1,No,Fiber optic,1,1,0,1,0,0,Month-to-month,0,Mailed check,84.4,1936.85,0,84.21,1.0023,0,0,growing,3,1,0
9743-DQKQW,Male,0,0,0,3,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.1,79.8,0,26.6,0.9436,0,1,early,0,0,0
1215-VFYVK,Female,0,0,0,4,0,No phone service,DSL,1,0,1,1,0,1,Month-to-month,0,Mailed check,48.25,202.25,0,50.56,0.9543,0,1,early,4,1,0
9371-BITHB,Female,0,1,1,52,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,19.85,1070.5,0,20.59,0.9641,0,0,loyal,0,0,0
2265-CYWIV,Female,1,1,0,4,1,Yes,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,99.6,347.65,1,86.91,1.146,1,1,early,3,1,0
9093-FPDLG,Female,0,0,0,11,1,No,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Electronic check,94.2,999.9,0,90.9,1.0363,1,1,early,4,1,0
0541-FITGH,Female,0,1,0,2,1,No,DSL,1,0,0,0,0,1,Month-to-month,1,Mailed check,62.15,113.1,0,56.55,1.099,0,1,early,2,0,0
6985-HAYWX,Female,0,1,0,26,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),79.3,2015.8,0,77.53,1.0228,0,0,established,1,0,1
7508-KBIMB,Male,0,1,1,24,1,No,DSL,1,0,1,0,0,0,One year,1,Credit card (automatic),56.25,1454.25,0,60.59,0.9284,0,0,growing,2,0,1
6838-HVLXG,Female,0,0,0,12,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.3,246.7,0,20.56,0.9874,0,1,early,0,0,0
2277-DJJDL,Male,1,1,0,60,1,Yes,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,99.0,6017.9,0,100.3,0.987,1,0,loyal,3,1,0
1897-OKVMW,Female,0,1,1,64,1,Yes,DSL,1,1,1,1,1,1,Two year,1,Mailed check,90.6,5817.45,0,90.9,0.9967,1,0,loyal,6,1,0
5485-ITNPC,Male,0,1,0,66,1,No,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),85.9,5595.3,0,84.78,1.0132,0,0,loyal,6,1,1
0233-FTHAV,Female,0,0,0,60,1,Yes,Fiber optic,0,0,1,0,0,0,One year,1,Bank transfer (automatic),79.2,4765.0,0,79.42,0.9972,0,0,loyal,1,0,1
4644-PIZRT,Male,0,1,1,17,1,Yes,DSL,1,0,1,0,1,0,One year,1,Bank transfer (automatic),70.35,1201.65,0,70.69,0.9952,0,0,growing,3,1,1
8922-NPKBJ,Male,0,1,1,42,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,867.3,0,20.65,0.937,0,0,established,0,0,0
2740-TVLFN,Male,0,0,0,1,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.15,50.15,0,50.15,1.0,0,1,early,0,0,0
7771-CFQRQ,Female,0,1,1,47,1,No,DSL,0,1,0,1,0,1,Two year,0,Bank transfer (automatic),63.8,3007.25,0,63.98,0.9972,0,0,established,3,1,1
9512-PHSMG,Female,0,1,0,10,1,No,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.55,252.75,0,25.28,0.8129,0,1,early,0,0,0
6963-EZQEE,Male,1,1,0,70,1,Yes,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),88.55,6306.5,0,90.09,0.9829,0,0,loyal,6,1,1
2452-KDRRH,Male,1,0,0,67,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),101.4,6841.05,0,102.11,0.993,1,0,loyal,3,1,1
2004-OCQXK,Female,0,0,0,1,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.95,81.95,1,81.95,1.0,0,1,early,1,0,0
5027-QPKTE,Male,0,1,0,7,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,451.1,1,64.44,1.0762,0,1,early,0,0,0
4146-SVFUD,Male,0,0,0,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.6,44.6,0,44.6,1.0,0,1,early,0,0,0
1564-HJUVY,Male,0,0,0,4,1,No,DSL,0,1,0,1,1,0,Month-to-month,1,Bank transfer (automatic),63.75,226.2,0,56.55,1.1273,0,1,early,3,1,1
3617-XLSGQ,Female,0,1,1,66,1,Yes,Fiber optic,1,1,1,0,1,1,Two year,0,Bank transfer (automatic),109.25,7082.5,0,107.31,1.0181,1,0,loyal,5,1,1
7517-LDMPS,Female,0,0,0,12,1,No,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,84.6,1017.35,0,84.78,0.9979,0,1,early,2,0,0
7244-KXYZN,Female,0,0,0,24,1,No,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.45,527.35,0,21.97,0.9308,0,0,growing,0,0,1
5226-NOZFC,Male,0,0,0,26,1,No,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,85.75,2146.5,0,82.56,1.0386,0,0,established,2,0,0
2672-HUYVI,Female,0,0,0,6,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.1,455.3,1,75.88,1.2006,1,1,early,2,0,0
1400-WIVLL,Male,0,1,0,57,1,Yes,Fiber optic,0,0,1,1,1,1,Two year,0,Electronic check,107.95,5969.85,0,104.73,1.0307,1,0,loyal,4,1,0
7508-MYBOG,Male,0,1,0,14,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.1,1235.55,1,88.25,0.9756,0,0,growing,1,0,0
8148-NLEGT,Female,0,1,1,42,1,Yes,No,0,0,0,0,0,0,Two year,0,Electronic check,22.95,1014.25,0,24.15,0.9503,0,0,established,0,0,0
0148-DCDOS,Male,0,0,0,25,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),94.7,2362.1,1,94.48,1.0023,1,0,established,2,0,1
8347-GDTMP,Female,0,1,0,64,1,No,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.45,1225.65,0,19.15,1.0157,0,0,loyal,0,0,1
9992-RRAMN,Male,0,1,0,22,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.1,1873.7,1,85.17,0.9992,0,0,growing,1,0,0
6746-WAUWT,Male,0,0,0,19,1,No,No,0,0,0,0,0,0,One year,1,Credit card (automatic),19.7,386.5,0,20.34,0.9685,0,0,growing,0,0,1
0310-MVLET,Female,0,1,1,61,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.15,6010.05,1,98.53,1.0063,1,0,loyal,3,1,0
0428-IKYCP,Male,0,1,0,22,1,No,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),87.0,1850.65,0,84.12,1.0342,0,0,growing,2,0,1
4550-VBOFE,Male,1,1,0,70,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.95,7101.5,1,101.45,1.0148,1,0,loyal,4,1,0
2187-PKZAY,Male,0,0,0,12,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),79.95,1043.4,0,86.95,0.9195,0,1,early,1,0,1
4003-OCTMP,Female,0,1,0,31,1,No,DSL,1,0,0,1,0,1,One year,1,Electronic check,64.0,1910.75,0,61.64,1.0383,0,0,established,3,1,0
6652-YFFJO,Female,0,0,0,11,1,No,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,64.9,716.1,0,65.1,0.9969,0,1,early,2,0,0
7225-IILWY,Male,0,1,1,68,1,Yes,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,1686.15,0,24.8,1.0383,0,0,loyal,0,0,0
5248-RPYWW,Female,1,1,1,72,1,Yes,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),90.15,6716.45,0,93.28,0.9664,1,0,loyal,6,1,1
7923-IYJWY,Male,1,0,0,67,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),116.1,7839.85,0,117.01,0.9922,1,0,loyal,6,1,1
3170-GWYKC,Female,0,0,0,60,1,No,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.95,6236.75,0,103.95,1.0096,1,0,loyal,5,1,1
5696-QURRL,Male,0,0,0,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.05,45.05,1,45.05,1.0,0,1,early,0,0,0
7409-KIUTL,Female,1,0,1,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.0,71.0,1,71.0,1.0,0,1,early,0,0,0
9830-ECLEN,Male,0,1,1,58,0,No phone service,DSL,1,1,1,0,1,0,One year,0,Mailed check,50.0,2919.85,0,50.34,0.9932,0,0,loyal,4,1,0
1732-VHUBQ,Female,1,1,1,47,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),70.55,3309.25,1,70.41,1.002,0,0,established,0,0,1
0495-RVCBF,Female,0,0,0,1,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.7,79.7,1,79.7,1.0,0,1,early,1,0,0
2668-TZSPS,Male,0,0,0,1,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.45,20.45,0,20.45,1.0,0,1,early,0,0,0
7854-EDSSA,Male,0,0,0,22,1,Yes,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,59.0,1254.7,1,57.03,1.0345,0,0,growing,2,0,0
8869-TORSS,Female,0,0,0,48,1,No,DSL,1,0,1,1,0,0,One year,1,Credit card (automatic),60.35,2896.4,1,60.34,1.0002,0,0,established,3,1,1
7446-SFAOA,Female,0,1,0,37,1,No,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.85,717.5,0,19.39,1.0237,0,0,established,0,0,1
9522-ZSINC,Male,0,0,0,13,1,No,No,0,0,0,0,0,0,One year,1,Electronic check,19.95,253.8,0,19.52,1.022,0,0,growing,0,0,0
8234-GSZYK,Male,0,0,0,43,1,Yes,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),26.45,1110.05,0,25.82,1.0244,0,0,established,0,0,1
6505-OZNPG,Female,0,0,0,6,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Mailed check,63.4,348.8,0,58.13,1.0907,0,1,early,6,1,0
6164-HAQTX,Male,0,0,0,71,0,No phone service,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),53.95,3888.65,0,54.77,0.985,0,0,loyal,5,1,1
0679-IDSTG,Female,1,1,1,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.25,69.25,1,69.25,1.0,0,1,early,0,0,0
7765-LWVVH,Female,0,1,1,72,1,Yes,Fiber optic,1,1,0,0,1,0,Two year,1,Electronic check,95.1,6843.15,0,95.04,1.0006,1,0,loyal,3,1,0
1658-TJVOA,Female,1,0,0,6,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.1,450.9,0,75.15,0.986,0,1,early,1,0,0
0953-LGOVU,Male,0,1,1,12,0,No phone service,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,35.5,432.25,0,36.02,0.9856,0,1,early,2,0,0
2115-BFTIW,Male,0,0,0,25,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.95,1767.35,1,70.69,1.0037,0,0,established,0,0,0
4692-NNQRU,Female,0,1,0,21,1,No,Fiber optic,0,0,1,1,0,0,One year,0,Electronic check,79.2,1742.45,0,82.97,0.9546,0,0,growing,2,0,0
7742-MYPGI,Female,0,1,1,6,1,No,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,48.8,297.35,0,49.56,0.9847,0,1,early,1,0,0
0611-DFXKO,Male,0,1,0,20,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,89.0,1820.45,1,91.02,0.9778,0,0,growing,2,0,0
7780-OTDSO,Male,0,1,0,18,1,Yes,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,99.4,1742.95,1,96.83,1.0265,1,0,growing,3,1,0
9619-GSATL,Female,0,0,0,43,1,No,DSL,0,1,0,1,0,0,One year,0,Electronic check,55.45,2444.25,0,56.84,0.9755,0,0,established,2,0,0
5622-UEJFI,Female,0,1,1,35,1,Yes,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.4,949.8,0,27.14,0.9359,0,0,established,0,0,1
9747-DDZOS,Female,0,0,0,1,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),73.5,73.5,1,73.5,1.0,0,1,early,1,0,1
0674-DGMAQ,Male,1,1,0,32,1,Yes,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,93.5,2970.8,0,92.84,1.0071,1,0,established,3,1,0
6203-HBZPA,Male,0,0,0,52,0,No phone service,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),63.9,3334.95,0,64.13,0.9964,0,0,loyal,6,1,1
0484-FFVBJ,Male,0,0,0,32,1,No,DSL,0,0,0,0,1,1,One year,1,Bank transfer (automatic),64.85,2010.95,0,62.84,1.032,0,0,established,2,0,1
0301-FIDRB,Female,0,1,1,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.8,4684.3,0,65.06,0.9806,0,0,loyal,6,1,1
4139-JPIAM,Male,0,0,0,51,0,No phone service,DSL,1,0,0,1,0,1,Month-to-month,1,Credit card (automatic),44.45,2181.55,0,42.78,1.039,0,0,loyal,3,1,1
2181-TIDSV,Male,0,1,1,68,1,No,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.95,1303.25,0,19.17,1.0407,0,0,loyal,0,0,1
2761-XECQW,Male,1,1,0,8,0,No phone service,DSL,0,1,1,0,0,1,Month-to-month,1,Mailed check,43.35,371.4,0,46.42,0.9339,0,1,early,3,1,0
1936-CZAKF,Male,0,1,0,49,0,No phone service,DSL,0,1,0,0,1,1,Two year,0,Credit card (automatic),49.65,2409.9,0,49.18,1.0096,0,0,loyal,3,1,1
9453-PATOS,Female,0,1,0,72,1,No,DSL,1,1,1,1,1,1,Two year,0,Mailed check,85.1,6155.4,0,85.49,0.9954,0,0,loyal,6,1,0
0564-JJHGS,Male,0,0,0,9,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.5,829.1,1,92.12,1.0367,1,1,early,2,0,0
3348-CFRNX,Female,0,1,0,28,1,No,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Mailed check,92.35,2602.9,1,92.96,0.9934,1,0,established,3,1,0
4402-FTBXC,Male,0,0,0,54,1,No,Fiber optic,1,0,1,0,1,0,Month-to-month,0,Mailed check,89.8,4667.0,0,86.43,1.039,0,0,loyal,3,1,0
1428-GTBJJ,Male,0,0,0,11,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.55,824.75,1,74.98,0.9943,0,1,early,1,0,0
2931-XIQBR,Female,0,1,1,50,1,No,Fiber optic,0,0,1,1,1,1,One year,0,Mailed check,103.05,5153.5,0,103.07,0.9998,1,0,loyal,4,1,0
0106-UGRDO,Female,0,1,0,69,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,116.0,8182.85,0,118.59,0.9782,1,0,loyal,6,1,0
5542-TBBWB,Male,0,0,0,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.9,69.9,0,69.9,1.0,0,1,early,0,0,0
1930-QPBVZ,Male,0,1,1,68,1,No,Fiber optic,1,1,0,1,0,1,Two year,0,Bank transfer (automatic),95.1,6683.4,0,98.29,0.9675,1,0,loyal,4,1,1
2606-PKWJB,Male,0,0,1,40,0,No phone service,DSL,1,1,0,1,0,0,One year,0,Mailed check,40.25,1564.05,0,39.1,1.0294,0,0,established,3,1,0
5322-ZSMZY,Male,0,1,1,31,1,Yes,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,755.6,0,24.37,1.0566,0,0,established,0,0,0
8059-UDZFY,Female,1,0,1,33,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,3465.05,0,105.0,1.0033,1,0,established,4,1,1
7740-BTPUX,Male,1,1,0,55,1,Yes,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,113.6,6292.7,0,114.41,0.9929,1,0,loyal,5,1,0
5220-AGAAX,Male,0,1,1,68,1,Yes,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.0,1664.3,0,24.48,0.9804,0,0,loyal,0,0,1
0208-BPQEJ,Female,0,1,1,12,1,No,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.4,198.1,0,16.51,1.175,0,1,early,0,0,1
9435-JMLSX,Male,0,1,0,71,1,No,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),86.1,6045.9,0,85.15,1.0112,0,0,loyal,6,1,1
3352-ALMCK,Male,0,0,0,40,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Mailed check,102.65,4108.15,0,102.7,0.9995,1,0,established,4,1,0
5312-IRCFR,Female,0,1,1,64,1,Yes,Fiber optic,0,1,1,0,0,1,One year,1,Electronic check,92.85,5980.75,0,93.45,0.9936,1,0,loyal,3,1,0
5294-IMHHT,Male,0,1,0,53,1,Yes,Fiber optic,0,1,0,1,0,1,One year,0,Bank transfer (automatic),97.75,5043.2,0,95.15,1.0273,1,0,loyal,3,1,1
8802-UNOJF,Male,1,0,0,12,1,No,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Mailed check,83.8,1029.75,1,85.81,0.9766,0,1,early,3,1,0
6313-GIDIT,Male,1,0,0,53,0,No phone service,DSL,0,1,1,0,1,1,Month-to-month,1,Electronic check,54.45,2854.55,1,53.86,1.011,0,0,loyal,4,1,0
6176-YJWAS,Male,0,1,0,72,1,Yes,Fiber optic,1,1,1,0,1,0,Two year,1,Credit card (automatic),97.95,7114.25,0,98.81,0.9913,1,0,loyal,4,1,1
5310-NOOVA,Male,0,0,0,46,1,No,No,0,0,0,0,0,0,Two year,0,Electronic check,19.95,907.05,0,19.72,1.0117,0,0,established,0,0,0
